candidate,model,tmax,log_likelihood,log_evidence,log_evidence_err,log_bayes_factor,luminosity_distance,KNtimeshift,supernova_mag_boost,Ebv,log_prior,chi2,inclination_EM,log10_n0,p,log10_epsilon_e,log10_epsilon_B,log10_E0,thetaCore,thetaWing,ksiN,L0,dL,b,q,ts,KNphi,log10_mej_dyn,log10_mej_wind
Bu2019lm_00000,Bu2019lm,3.0,-5.540662283857333,-9.246432621662976,0.04528105637320528,-9.246432621662976,6.311913553120477,-0.017613144293407768,,0.20783875984244785,-8.860322818567095,0.003788393709358301,0.6467761840067697,,,,,,,,,,,,,,46.808553878368585,-2.5543403495714636,-0.7028801936753624
Bu2019lm_00000,Bu2019lm,5.0,-9.260339988200691,-13.69359313751012,0.05558307645029131,-13.69359313751012,5.808605876245817,-0.025879030255242297,,0.37398108071052794,-9.356606995071935,0.0015180198635906142,0.7396843558101762,,,,,,,,,,,,,,48.109108082709994,-2.6103682466018228,-0.812919679048695
Bu2019lm_00000,Bu2019lm,7.0,-12.932702900913963,-17.79775509252354,0.05951769636031671,-17.79775509252354,6.084912405879956,-0.0002648004344387722,,0.29482207682223077,-9.296349639596484,0.005636683837495957,0.5372272658979735,,,,,,,,,,,,,,47.83718257069241,-2.70355035679639,-0.8652229369046043
Bu2019lm_00000,Bu2019lm,9.0,-16.58933606207403,-22.15280544972352,0.06354599435634352,-22.15280544972352,6.27795633343996,0.005593676094011624,,0.21594481490676182,-8.76706972359369,0.00041960800023785094,0.7430806846681859,,,,,,,,,,,,,,43.13850415756363,-2.4699481409115265,-0.5596895722033572
Bu2019lm_00000,Bu2019lm,11.0,-20.253641903380093,-26.42773085460142,0.06631566953707214,-26.42773085460142,5.857991514997233,-0.0021734521063647705,,0.21332273845460445,-8.79073685827918,0.00027390884238337194,0.715388339169321,,,,,,,,,,,,,,49.39798086807207,-2.4926106099923135,-0.5280168840988764
Bu2019lm_00000,Bu2019lm,13.0,-23.851165372545406,-30.28226624294764,0.06777838744189404,-30.28226624294764,5.832041238830497,0.039225125273284256,,0.29939061495639596,-9.09778131591477,0.0007561621174212886,0.6875044437024621,,,,,,,,,,,,,,49.541610245773725,-2.5456716275392712,-0.6491329350678656
Bu2019lm_00000,TrPi2018,3.0,-5.5891540080799285,-10.524287246771394,0.05940945116340847,-10.524287246771394,170.6748067787854,-0.09813182028293196,,0.19466938473377812,-9.216172836269138,4.2716596270220135,0.18025735746816823,-0.5196432389216534,2.523741994903698,-0.3772030747634165,-0.34761681222241725,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,TrPi2018,5.0,-9.312047151904363,-14.77482866991522,0.06414288667968154,-14.77482866991522,165.21191664980358,-0.061310456346329235,,0.5526104014620843,-12.239504095333238,1.5910792605832254,0.1672220723081073,-0.1491463659636585,2.340012812813721,-0.02703274779642406,-0.8327795430372689,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,TrPi2018,7.0,-12.994174273213257,-18.82695975248642,0.06637816262085866,-18.82695975248642,164.38890611694643,-0.0918545418242525,,0.24950704658704764,-9.315007760346246,1.652772829047959,0.19115550796038824,-0.1041465525701093,2.7943512473468384,-0.2628622113749568,-2.1983516240826013,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,TrPi2018,9.0,-16.684386384205176,-22.925610450243997,0.06866721313389813,-22.925610450243997,183.81908376117968,-0.05673563157706286,,0.17648984378376043,-9.155940458509594,1.0157718499522341,0.182684217008153,0.20078763983347603,2.208969240777511,-0.1836301829658833,-0.7984760927481238,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,TrPi2018,11.0,-20.476726722145628,-27.111073074861835,0.07019801695525248,-27.111073074861835,155.28294973226593,0.5333856123595824,,0.0894116630788934,-9.239073003226407,0.20652689816139802,0.13746983614633568,-0.809057253216956,2.5121532585964426,-0.3808270057421854,-2.48945748721341,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,TrPi2018,13.0,-24.176280962130672,-31.57634219019501,0.07266594506757658,-31.57634219019501,181.7704166862145,-0.06207076246917295,,0.11817317660659157,-9.025985544881472,0.757066813158497,0.1813123434077725,-0.2760393620796995,2.8644428655579315,-0.29837564043871634,-2.317448417538693,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
Bu2019lm_00000,nugent-hyper,3.0,-5.78185587103647,-8.878673680358549,0.04925124557722346,-8.878673680358549,186.68205638976508,-0.9958793255206819,-4.283311183900883,0.2965651807261075,-6.79219181724853,0.01785186382351156,,,,,,,,,,,,,,,,,
Bu2019lm_00000,nugent-hyper,5.0,-12.395053086192481,-15.990211750858496,0.05180753743438935,-15.990211750858496,182.9203431329947,-0.9986230731169581,-3.4738889561338264,0.2479103141442938,-6.629740272001989,0.05347955566744994,,,,,,,,,,,,,,,,,
Bu2019lm_00000,nugent-hyper,7.0,-22.23458678948174,-26.248045515903478,0.054408411125834874,-26.248045515903478,192.5262260688763,-0.997210995185912,-3.076496262872743,0.28128294966877565,-6.7382686018008515,0.11048184717914585,,,,,,,,,,,,,,,,,
Bu2019lm_00000,nugent-hyper,9.0,-36.08044408276029,-40.66927358662411,0.057104548951341615,-40.66927358662411,165.71586720339997,-0.9958832344241241,-3.1143457626821878,0.5499494702628862,-9.300679812694973,0.26737350540187793,,,,,,,,,,,,,,,,,
Bu2019lm_00000,nugent-hyper,11.0,-56.380088707968255,-61.38242957066825,0.05944512277691634,-61.38242957066825,223.58514991499578,-0.9995536838170928,-1.9688763642296294,0.1876751814979234,-6.459465701323156,0.2262945233922298,,,,,,,,,,,,,,,,,
Bu2019lm_00000,nugent-hyper,13.0,-85.57742869081547,-91.09032817249053,0.06133869869851185,-91.09032817249053,167.23313568071205,-0.9945707531868864,-0.7818535576219006,0.21407693151479945,-6.530559017517277,0.3110511493747588,,,,,,,,,,,,,,,,,
TrPi2018_00000,Bu2019lm,3.0,-6.730251765701862,-11.620017393545625,0.049051349084876114,-11.620017393545625,9.62790911402145,-1.762773848716133,,0.3693215863903977,-9.370060962930795,0.11936993500828548,0.7073051891253663,,,,,,,,,,,,,,49.19787416677446,-2.6731565935954857,-1.169301635562157
TrPi2018_00000,Bu2019lm,5.0,-10.352842310028858,-17.384860693268973,0.060829887614165884,-17.384860693268973,9.837422902907605,-1.9792661216584582,,0.5123604799354198,-10.594612133890463,0.09666542407286592,0.7022346764499319,,,,,,,,,,,,,,47.709638735443804,-2.6537894463036444,-1.0628201244895132
TrPi2018_00000,Bu2019lm,7.0,-14.26334244195371,-22.98473005218478,0.07127760109660354,-22.98473005218478,9.58392855726311,-1.9460396732159895,,0.43831070858152854,-9.764268763421876,0.08059898016236858,0.7254830644596413,,,,,,,,,,,,,,49.03366716523548,-2.7114624465943806,-1.0051233866474134
TrPi2018_00000,Bu2019lm,9.0,-17.861334870614186,-27.347753515133157,0.07595045862142237,-27.347753515133157,9.9364168977979,-1.9896959457467696,,0.10052643982491442,-8.45996259309543,0.07925086509352164,0.7681429749045715,,,,,,,,,,,,,,46.38818663621609,-2.605930443661011,-0.9274058001021164
TrPi2018_00000,Bu2019lm,11.0,-19.10981084148793,-28.4213966595973,0.07604343482972893,-28.4213966595973,9.900791657483355,-1.8512775241478208,,0.23012651073864038,-8.802959007351486,0.04622015091723818,0.7474261260546876,,,,,,,,,,,,,,49.85435915120138,-2.6671478710818177,-0.9855003374332374
TrPi2018_00000,TrPi2018,3.0,-5.521672804376716,-9.736544089545912,0.05546510637689076,-9.736544089545912,182.2552855677628,0.5151707550462783,,0.13396955027170074,-9.322821551886928,0.006229957288840246,0.1392862514549596,-1.1705480808137172,2.5440249537500788,-1.0027161055443954,-2.1223172009494764,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
TrPi2018_00000,TrPi2018,5.0,-9.212224104817144,-14.133150334783377,0.060957755711025546,-14.133150334783377,179.21524226789631,0.09809241849506753,,0.11407319023421189,-9.196863778902248,0.0013117477172532076,0.15121246384697287,-0.2811746954038217,2.1766157344685793,-1.1359355093096655,-2.3326807680705413,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
TrPi2018_00000,TrPi2018,7.0,-12.877721003808867,-18.14162352311593,0.06271129110711479,-18.14162352311593,165.58825359533188,-0.08576884283489446,,0.05793571204487809,-8.887736697998736,0.00014000345989764905,0.1838453823763502,0.23533813818995064,2.178131426841047,-1.168803563809045,-2.331065951133681,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
TrPi2018_00000,TrPi2018,9.0,-16.274771227757466,-21.88823702831288,0.06428997399053459,-21.88823702831288,177.69454993273186,-0.084830734837635,,0.1883921584596763,-9.115483896516443,0.000426666967332051,0.19629164075078032,-0.015318837917584371,2.7503471229204153,-1.0432659517219274,-0.4040051969689502,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
TrPi2018_00000,TrPi2018,11.0,-18.087117083716855,-24.574621190509454,0.06766720063549354,-24.574621190509454,182.0028389859586,-0.05709591787870839,,0.3711784763826471,-9.8366517266968,0.005952490465108277,0.18195957835480503,-0.17711565521083283,2.9703190818633436,-0.6379631418818645,-2.3784815405708164,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
TrPi2018_00000,nugent-hyper,3.0,-6.164660430398186,-9.116019389637959,0.04679107971851823,-9.116019389637959,207.90833629932993,-0.9775918302881059,-0.9850421643507286,0.031177289174195436,-6.1181631636647715,0.029741330777342832,,,,,,,,,,,,,,,,,
TrPi2018_00000,nugent-hyper,5.0,-12.705120686595434,-16.201040856051556,0.05080195844015265,-16.201040856051556,218.31836164561088,-0.9935725699877411,-1.3977207984364375,0.28360476766286086,-6.746276124558318,0.06174676645391459,,,,,,,,,,,,,,,,,
TrPi2018_00000,nugent-hyper,7.0,-22.522166303872858,-26.577829326141256,0.054231198030942444,-26.577829326141256,224.6021305053855,-0.9955850051198825,-1.7141061868067977,0.5378809104744527,-8.870481532319252,0.19193452148369822,,,,,,,,,,,,,,,,,
TrPi2018_00000,nugent-hyper,9.0,-36.498578842268316,-41.09473675486121,0.05704589542751142,-41.09473675486121,164.52523480911657,-0.9987704220543642,0.8339286769212624,0.16923500289727939,-6.412648122665365,0.13476947561982844,,,,,,,,,,,,,,,,,
TrPi2018_00000,nugent-hyper,11.0,-55.53599961821821,-60.65034546159315,0.06052559994948897,-60.65034546159315,167.36527576408793,-0.995262557837865,1.2265255349266413,0.19085080876911686,-6.467754238873077,0.19032921551907336,,,,,,,,,,,,,,,,,
nugent-hyper_00000,Bu2019lm,3.0,-5.644876022168094,-10.667103817480688,0.05464245279884105,-10.667103817480688,9.315918672657226,0.14215012370152635,,0.12320713190892482,-9.70657318082371,0.012115566506285615,0.21139587723113884,,,,,,,,,,,,,,40.320790273423306,-2.6992810493324906,-0.5177749589407803
nugent-hyper_00000,Bu2019lm,5.0,-10.131634365092314,-17.258111673285608,0.06844804962569685,-17.258111673285608,6.386717467865833,0.6156804281592327,,0.07195779045031249,-8.81569627078889,0.028409672409055835,0.47690046650450346,,,,,,,,,,,,,,47.5517661251049,-2.9764471833785193,-0.7605806530858503
nugent-hyper_00000,Bu2019lm,7.0,-16.594184438718028,-26.07635280543792,0.08081591613400538,-26.07635280543792,4.829451860639226,0.7371003710283159,,0.29818533471000686,-9.336569590440824,0.06026254800911661,0.5208420690807934,,,,,,,,,,,,,,49.68381693977427,-2.9837163622475207,-0.709372640112667
nugent-hyper_00000,Bu2019lm,9.0,-27.100954169479788,-38.32017236537395,0.09080353704949311,-38.32017236537395,3.5014190455730354,0.6947304874655442,,0.22697540162618995,-8.864408684895976,0.11072350443268637,0.6859503572779478,,,,,,,,,,,,,,49.89054875981867,-2.9873682816380263,-0.7152157136414479
nugent-hyper_00000,Bu2019lm,11.0,-43.62115862328954,-56.70645130303373,0.0993382137145271,-56.70645130303373,2.6460608242743513,0.9941788718308135,,0.4204266509296553,-9.762742940188701,0.20365528414910009,0.6264977907131759,,,,,,,,,,,,,,49.86405857727892,-2.9803794028045747,-0.6552618492079088
nugent-hyper_00000,Bu2019lm,13.0,-69.47024215874424,-85.39769836618248,0.11113327208282688,-85.39769836618248,2.1186142789823172,0.9572584556830939,,0.4227704810991102,-9.591442094398886,0.30510395934987433,0.7849111878792268,,,,,,,,,,,,,,49.575687303183024,-2.9830667950061387,-0.6337076324225785
nugent-hyper_00000,TrPi2018,3.0,-5.689306668878689,-11.165677557229671,0.06174466321769919,-11.165677557229671,152.90110186346658,-0.09887490473156625,,0.1839041684900253,-9.343296929246273,0.00201204412265404,0.15411525600390613,-2.209581685024003,2.3460989016354548,-0.33803873143746443,-1.0508526055739718,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,TrPi2018,5.0,-9.888961160711961,-17.59476288752727,0.07241863721301472,-17.59476288752727,157.93831735925596,-0.09820395040291682,,0.0606410831694792,-9.018707504523416,0.006263088480906839,0.1619246310872707,-1.6924549029113338,2.251765922881021,-0.1427446513351267,-1.5196426791955682,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,TrPi2018,7.0,-14.35419304753465,-24.102848753218257,0.08189194179145322,-24.102848753218257,164.3884634578425,-0.07566907623580675,,0.4973291978145661,-11.09688486386495,0.012423819861158715,0.1379894667249586,-2.9790209349608046,2.9561728838815338,-0.004976677310304822,-0.6366319199556099,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,TrPi2018,9.0,-19.322558515133064,-30.93541837206704,0.09041915967316425,-30.93541837206704,158.32298804597178,-0.09529918301659136,,0.017099406687731643,-8.94979642933854,0.023979347137773468,0.1598562565218311,-2.164570273156642,2.317849189777585,-0.021278376933785204,-1.1774977750398394,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,TrPi2018,11.0,-25.10516956249877,-38.19117641823814,0.09771033362592503,-38.19117641823814,176.57272152588567,-0.091986238437765,,0.09592079685156739,-9.190402757643975,0.031207413169783833,0.14635925840897673,-2.8938633655045978,2.739522238696372,-0.0023239875793743536,-0.8204506871687158,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,TrPi2018,13.0,-30.4826078670433,-45.45675610029939,0.1043713100941574,-45.45675610029939,157.28356669984194,-0.09389843320108793,,0.023171206722046613,-9.043921225899178,0.035663852112168444,0.14700793193919257,-2.9375264261148697,2.3466397627863405,-0.015024003744463776,-0.7085335103020949,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00000,nugent-hyper,3.0,-5.518955217228293,-8.267069573013563,0.04524496812491431,-8.267069573013563,188.88189968397165,-0.05157041944910434,-3.7622411137627996,0.23791512714768132,-6.599402367529103,0.04361141247339285,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,5.0,-9.196478498543476,-12.215403677236047,0.047645501969521435,-12.215403677236047,169.6882396719428,-0.051197875593769204,-4.339590507663696,0.48422937617368633,-7.9327201785716515,0.18305314253003713,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,7.0,-12.877178361261436,-16.078513324675615,0.04927175848990292,-16.078513324675615,189.16877657175064,-0.06263244152069092,-3.851202130317688,0.26488544540405273,-6.683471604767022,0.05521531803319708,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,9.0,-16.557264300404608,-19.92021059595562,0.05063972789142402,-19.92021059595562,201.34790141022393,-0.04669441092459836,-4.900136573154747,0.5318206466927289,-8.708734624884828,0.22888710504845383,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,11.0,-20.23682669407402,-23.78110001408831,0.05229168403594915,-23.78110001408831,189.16877657175064,-0.06263244152069092,-3.851202130317688,0.26488544540405273,-6.683471604767022,0.0565323075845008,,,,,,,,,,,,,,,,,
nugent-hyper_00000,nugent-hyper,13.0,-23.912268694850937,-27.460991296989597,0.05213997788799055,-27.460991296989597,219.48418318687936,-0.04718679601818532,-4.983434260779506,0.494454025590846,-8.055978071986278,0.20411276260993985,,,,,,,,,,,,,,,,,
nugent-hyper_00001,Bu2019lm,3.0,-10.664666343484,-20.047333313402554,0.07974232585707894,-20.047333313402554,9.643513824419685,-1.8851523864152582,,0.4103654696593634,-9.528216349150044,0.5140056397398524,0.7687692366132947,,,,,,,,,,,,,,49.55262342835664,-2.875526328650491,-2.0030414488720423
nugent-hyper_00001,Bu2019lm,5.0,-23.439843589524763,-33.222869743769344,0.07372824166769641,-33.222869743769344,9.875967107061113,-1.9386394890412884,,0.02578107146134764,-8.333072331978919,0.38028031696714104,0.7490458970707234,,,,,,,,,,,,,,48.81028668254224,-2.8645230853437376,-1.596572385478089
nugent-hyper_00001,Bu2019lm,7.0,-40.75003418764406,-53.25421923171476,0.09089174801587925,-53.25421923171476,9.465405592065501,-1.850105617593872,,0.1882864868884075,-8.659857950087321,0.36358703922072855,0.7738536572702691,,,,,,,,,,,,,,49.73186153652895,-2.6452741093834655,-1.2922244961621767
nugent-hyper_00001,Bu2019lm,9.0,-56.161620497174916,-71.41477969183724,0.10375940450245838,-71.41477969183724,9.943232387588145,-1.942244528301019,,0.07311574745980796,-8.39225354761234,0.34485032775388935,0.7791257926283757,,,,,,,,,,,,,,49.87108053021672,-2.5304407042982637,-0.9065530354061604
nugent-hyper_00001,Bu2019lm,11.0,-66.4213416387942,-84.90739686207979,0.11577125883319586,-84.90739686207979,9.869873189572813,0.9554838341415195,,0.2772600134492496,-8.931198421489617,0.29103714797572244,0.7662390651615737,,,,,,,,,,,,,,49.889832810154736,-2.835661109331914,-0.938000254769475
nugent-hyper_00001,Bu2019lm,13.0,-79.41428142757024,-98.19817297324377,0.11456724013554824,-98.19817297324377,9.847219182156028,0.9950543553784841,,0.11901676722081705,-8.490727293490766,0.2973798166567835,0.7771192815176808,,,,,,,,,,,,,,49.67754522205924,-2.981926934779978,-0.6776145173232244
nugent-hyper_00001,TrPi2018,3.0,-4.902237602271135,-9.316434703784198,0.055451313798291164,-9.316434703784198,169.2436608191672,-0.09254047639503112,,0.48674242908905374,-10.696611872613088,0.030653906383363395,0.1808752372641272,-1.7528634956093083,2.539627988480192,-1.0202210664614682,-1.268472383558176,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,5.0,-8.627625576402783,-14.340064259936694,0.06215899967894285,-14.340064259936694,157.42968666736166,-0.09412965438241482,,0.12576213449837828,-9.085432560649911,0.012394905468455867,0.1736722272948512,-1.7354524628223076,2.0516075285737982,-0.5009440381352515,-2.1529117884825713,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
nugent-hyper_00001,TrPi2018,7.0,-12.565534622984455,-19.50956443225402,0.06913221058153181,-19.50956443225402,158.21240274333798,-0.08005778291157759,,0.11131525980754614,-9.060056502022956,0.02029340451541157,0.1725430587735136,-2.103101777203094,2.0913105044382383,-0.5476261455554807,-1.9384803261328207,53.0,0.05,0.1,1.0,0.0,3.09e+19,6.0,0.0,0.0,,,
